day,time,clearing price (CNY/MWh)
2023/7/3,17:15,467.930675
2023/7/3,17:30,467.930675
2023/7/3,17:45,467.930675
2023/7/3,18:00,467.930675
2023/7/3,18:15,478.243025
2023/7/3,18:30,478.243025
2023/7/3,18:45,478.243025
2023/7/3,19:00,478.243025
2023/7/3,19:15,479.785075
2023/7/3,19:30,479.785075
2023/7/3,19:45,479.785075
2023/7/3,20:00,479.785075
2023/7/3,20:15,489.215
2023/7/3,20:30,489.215
2023/7/3,20:45,489.215
2023/7/3,21:00,489.215
2023/7/3,21:15,473.33984999999996
2023/7/3,21:30,473.33984999999996
2023/7/3,21:45,473.33984999999996
2023/7/3,22:00,473.33984999999996
2023/7/3,22:15,478.6413
2023/7/3,22:30,478.6413
2023/7/3,22:45,478.6413
2023/7/3,23:00,478.6413
2023/7/3,23:15,430.03027499999996
2023/7/3,23:30,430.03027499999996
2023/7/3,23:45,430.03027499999996
2023/7/3,24:00:00,430.03027499999996
2023/7/4,0:15,382.200825
2023/7/4,0:30,382.200825
2023/7/4,0:45,382.200825
2023/7/4,1:00,382.200825
2023/7/4,1:15,359.0949
2023/7/4,1:30,359.0949
2023/7/4,1:45,359.0949
2023/7/4,2:00,359.0949
2023/7/4,2:15,362.07235000000003
2023/7/4,2:30,362.07235000000003
2023/7/4,2:45,362.07235000000003
2023/7/4,3:00,362.07235000000003
2023/7/4,3:15,342.2532
2023/7/4,3:30,342.2532
2023/7/4,3:45,342.2532
2023/7/4,4:00,342.2532
2023/7/4,4:15,331.667575
2023/7/4,4:30,331.667575
2023/7/4,4:45,331.667575
2023/7/4,5:00,331.667575
2023/7/4,5:15,340.247425
2023/7/4,5:30,340.247425
2023/7/4,5:45,340.247425
2023/7/4,6:00,340.247425
2023/7/4,6:15,350.648975
2023/7/4,6:30,350.648975
2023/7/4,6:45,350.648975
2023/7/4,7:00,350.648975
2023/7/4,7:15,340.630925
2023/7/4,7:30,340.630925
2023/7/4,7:45,340.630925
2023/7/4,8:00,340.630925
2023/7/4,8:15,310.7454
2023/7/4,8:30,310.7454
2023/7/4,8:45,310.7454
2023/7/4,9:00,310.7454
2023/7/4,9:15,292.64257499999997
2023/7/4,9:30,292.64257499999997
2023/7/4,9:45,292.64257499999997
2023/7/4,10:00,292.64257499999997
2023/7/4,10:15,288.214425
2023/7/4,10:30,288.214425
2023/7/4,10:45,288.214425
2023/7/4,11:00,288.214425
2023/7/4,11:15,252.26997500000002
2023/7/4,11:30,252.26997500000002
2023/7/4,11:45,252.26997500000002
2023/7/4,12:00,252.26997500000002
2023/7/4,12:15,206.30765
2023/7/4,12:30,206.30765
2023/7/4,12:45,206.30765
2023/7/4,13:00,206.30765
2023/7/4,13:15,213.119
2023/7/4,13:30,213.119
2023/7/4,13:45,213.119
2023/7/4,14:00,213.119
2023/7/4,14:15,237.73785
2023/7/4,14:30,237.73785
2023/7/4,14:45,237.73785
2023/7/4,15:00,237.73785
2023/7/4,15:15,277.388375
2023/7/4,15:30,277.388375
2023/7/4,15:45,277.388375
2023/7/4,16:00,277.388375
2023/7/4,16:15,323.82755
2023/7/4,16:30,323.82755
2023/7/4,16:45,323.82755
2023/7/4,17:00,323.82755
2023/7/4,17:15,379.876
2023/7/4,17:30,379.876
2023/7/4,17:45,379.876
2023/7/4,18:00,379.876
2023/7/4,18:15,406.26355
2023/7/4,18:30,406.26355
2023/7/4,18:45,406.26355
2023/7/4,19:00,406.26355
2023/7/4,19:15,414.793725
2023/7/4,19:30,414.793725
2023/7/4,19:45,414.793725
2023/7/4,20:00,414.793725
2023/7/4,20:15,413.41145
2023/7/4,20:30,413.41145
2023/7/4,20:45,413.41145
2023/7/4,21:00,413.41145
2023/7/4,21:15,399.29595000000006
2023/7/4,21:30,399.29595000000006
2023/7/4,21:45,399.29595000000006
2023/7/4,22:00,399.29595000000006
2023/7/4,22:15,403.392375
2023/7/4,22:30,403.392375
2023/7/4,22:45,403.392375
2023/7/4,23:00,403.392375
2023/7/4,23:15,368.46222500000005
2023/7/4,23:30,368.46222500000005
2023/7/4,23:45,368.46222500000005
2023/7/4,24:00:00,368.46222500000005
2023/7/5,0:15,334.36765
2023/7/5,0:30,334.36765
2023/7/5,0:45,334.36765
2023/7/5,1:00,334.36765
2023/7/5,1:15,308.05847500000004
2023/7/5,1:30,308.05847500000004
2023/7/5,1:45,308.05847500000004
2023/7/5,2:00,308.05847500000004
2023/7/5,2:15,307.16042500000003
2023/7/5,2:30,307.16042500000003
2023/7/5,2:45,307.16042500000003
2023/7/5,3:00,307.16042500000003
2023/7/5,3:15,306.566875
2023/7/5,3:30,306.566875
2023/7/5,3:45,306.566875
2023/7/5,4:00,306.566875
2023/7/5,4:15,325.576475
2023/7/5,4:30,325.576475
2023/7/5,4:45,325.576475
2023/7/5,5:00,325.576475
2023/7/5,5:15,360.453725
2023/7/5,5:30,360.453725
2023/7/5,5:45,360.453725
2023/7/5,6:00,360.453725
2023/7/5,6:15,357.77165
2023/7/5,6:30,357.77165
2023/7/5,6:45,357.77165
2023/7/5,7:00,357.77165
2023/7/5,7:15,326.353475
2023/7/5,7:30,326.353475
2023/7/5,7:45,326.353475
2023/7/5,8:00,326.353475
2023/7/5,8:15,262.287675
2023/7/5,8:30,262.287675
2023/7/5,8:45,262.287675
2023/7/5,9:00,262.287675
2023/7/5,9:15,223.5773
2023/7/5,9:30,223.5773
2023/7/5,9:45,223.5773
2023/7/5,10:00,223.5773
2023/7/5,10:15,199.065475
2023/7/5,10:30,199.065475
2023/7/5,10:45,199.065475
2023/7/5,11:00,199.065475
2023/7/5,11:15,181.82682499999999
2023/7/5,11:30,181.82682499999999
2023/7/5,11:45,181.82682499999999
2023/7/5,12:00,181.82682499999999
2023/7/5,12:15,160.71505
2023/7/5,12:30,160.71505
2023/7/5,12:45,160.71505
2023/7/5,13:00,160.71505
2023/7/5,13:15,168.180875
2023/7/5,13:30,168.180875
2023/7/5,13:45,168.180875
2023/7/5,14:00,168.180875
2023/7/5,14:15,213.6894
2023/7/5,14:30,213.6894
2023/7/5,14:45,213.6894
2023/7/5,15:00,213.6894
2023/7/5,15:15,276.814025
2023/7/5,15:30,276.814025
2023/7/5,15:45,276.814025
2023/7/5,16:00,276.814025
2023/7/5,16:15,356.406175
2023/7/5,16:30,356.406175
2023/7/5,16:45,356.406175
2023/7/5,17:00,356.406175
2023/7/5,17:15,421.708175
2023/7/5,17:30,421.708175
2023/7/5,17:45,421.708175
2023/7/5,18:00,421.708175
2023/7/5,18:15,444.4841
2023/7/5,18:30,444.4841
2023/7/5,18:45,444.4841
2023/7/5,19:00,444.4841
2023/7/5,19:15,426.24847500000004
2023/7/5,19:30,426.24847500000004
2023/7/5,19:45,426.24847500000004
2023/7/5,20:00,426.24847500000004
2023/7/5,20:15,424.52535
2023/7/5,20:30,424.52535
2023/7/5,20:45,424.52535
2023/7/5,21:00,424.52535
2023/7/5,21:15,413.132375
2023/7/5,21:30,413.132375
2023/7/5,21:45,413.132375
2023/7/5,22:00,413.132375
2023/7/5,22:15,433.91792499999997
2023/7/5,22:30,433.91792499999997
2023/7/5,22:45,433.91792499999997
2023/7/5,23:00,433.91792499999997
2023/7/5,23:15,398.10535
2023/7/5,23:30,398.10535
2023/7/5,23:45,398.10535
2023/7/5,24:00:00,398.10535
2023/7/6,0:15,359.816325
2023/7/6,0:30,359.816325
2023/7/6,0:45,359.816325
2023/7/6,1:00,359.816325
2023/7/6,1:15,325.4565
2023/7/6,1:30,325.4565
2023/7/6,1:45,325.4565
2023/7/6,2:00,325.4565
2023/7/6,2:15,318.15255
2023/7/6,2:30,318.15255
2023/7/6,2:45,318.15255
2023/7/6,3:00,318.15255
2023/7/6,3:15,293.3182
2023/7/6,3:30,293.3182
2023/7/6,3:45,293.3182
2023/7/6,4:00,293.3182
2023/7/6,4:15,306.1174
2023/7/6,4:30,306.1174
2023/7/6,4:45,306.1174
2023/7/6,5:00,306.1174
2023/7/6,5:15,332.63620000000003
2023/7/6,5:30,332.63620000000003
2023/7/6,5:45,332.63620000000003
2023/7/6,6:00,332.63620000000003
2023/7/6,6:15,343.208075
2023/7/6,6:30,343.208075
2023/7/6,6:45,343.208075
2023/7/6,7:00,343.208075
2023/7/6,7:15,327.492975
2023/7/6,7:30,327.492975
2023/7/6,7:45,327.492975
2023/7/6,8:00,327.492975
2023/7/6,8:15,292.8709
2023/7/6,8:30,292.8709
2023/7/6,8:45,292.8709
2023/7/6,9:00,292.8709
2023/7/6,9:15,257.848725
2023/7/6,9:30,257.848725
2023/7/6,9:45,257.848725
2023/7/6,10:00,257.848725
2023/7/6,10:15,238.32264999999998
2023/7/6,10:30,238.32264999999998
2023/7/6,10:45,238.32264999999998
2023/7/6,11:00,238.32264999999998
2023/7/6,11:15,241.80349999999999
2023/7/6,11:30,241.80349999999999
2023/7/6,11:45,241.80349999999999
2023/7/6,12:00,241.80349999999999
2023/7/6,12:15,232.536425
2023/7/6,12:30,232.536425
2023/7/6,12:45,232.536425
2023/7/6,13:00,232.536425
2023/7/6,13:15,285.98562499999997
2023/7/6,13:30,285.98562499999997
2023/7/6,13:45,285.98562499999997
2023/7/6,14:00,285.98562499999997
2023/7/6,14:15,321.65572499999996
2023/7/6,14:30,321.65572499999996
2023/7/6,14:45,321.65572499999996
2023/7/6,15:00,321.65572499999996
2023/7/6,15:15,375.7708
2023/7/6,15:30,375.7708
2023/7/6,15:45,375.7708
2023/7/6,16:00,375.7708
2023/7/6,16:15,413.19955
2023/7/6,16:30,413.19955
2023/7/6,16:45,413.19955
2023/7/6,17:00,413.19955
2023/7/6,17:15,430.8661
2023/7/6,17:30,430.8661
2023/7/6,17:45,430.8661
2023/7/6,18:00,430.8661
2023/7/6,18:15,434.17002499999995
2023/7/6,18:30,434.17002499999995
2023/7/6,18:45,434.17002499999995
2023/7/6,19:00,434.17002499999995
2023/7/6,19:15,440.890975
2023/7/6,19:30,440.890975
2023/7/6,19:45,440.890975
2023/7/6,20:00,440.890975
2023/7/6,20:15,442.421325
2023/7/6,20:30,442.421325
2023/7/6,20:45,442.421325
2023/7/6,21:00,442.421325
2023/7/6,21:15,437.4226
2023/7/6,21:30,437.4226
2023/7/6,21:45,437.4226
2023/7/6,22:00,437.4226
2023/7/6,22:15,452.0593
2023/7/6,22:30,452.0593
2023/7/6,22:45,452.0593
2023/7/6,23:00,452.0593
2023/7/6,23:15,402.05627499999997
2023/7/6,23:30,402.05627499999997
2023/7/6,23:45,402.05627499999997
2023/7/6,24:00:00,402.05627499999997
2023/7/7,0:15,356.04525
2023/7/7,0:30,356.04525
2023/7/7,0:45,356.04525
2023/7/7,1:00,356.04525
2023/7/7,1:15,343.075325
2023/7/7,1:30,343.075325
2023/7/7,1:45,343.075325
2023/7/7,2:00,343.075325
2023/7/7,2:15,346.0587
2023/7/7,2:30,346.0587
2023/7/7,2:45,346.0587
2023/7/7,3:00,346.0587
2023/7/7,3:15,331.057
2023/7/7,3:30,331.057
2023/7/7,3:45,331.057
2023/7/7,4:00,331.057
2023/7/7,4:15,332.84702500000003
2023/7/7,4:30,332.84702500000003
2023/7/7,4:45,332.84702500000003
2023/7/7,5:00,332.84702500000003
2023/7/7,5:15,356.32515
2023/7/7,5:30,356.32515
2023/7/7,5:45,356.32515
2023/7/7,6:00,356.32515
2023/7/7,6:15,365.31347500000004
2023/7/7,6:30,365.31347500000004
2023/7/7,6:45,365.31347500000004
2023/7/7,7:00,365.31347500000004
2023/7/7,7:15,339.2085
2023/7/7,7:30,339.2085
2023/7/7,7:45,339.2085
2023/7/7,8:00,339.2085
2023/7/7,8:15,286.53265
2023/7/7,8:30,286.53265
2023/7/7,8:45,286.53265
2023/7/7,9:00,286.53265
2023/7/7,9:15,251.43490000000003
2023/7/7,9:30,251.43490000000003
2023/7/7,9:45,251.43490000000003
2023/7/7,10:00,251.43490000000003
2023/7/7,10:15,229.956625
2023/7/7,10:30,229.956625
2023/7/7,10:45,229.956625
2023/7/7,11:00,229.956625
2023/7/7,11:15,227.2292
2023/7/7,11:30,227.2292
2023/7/7,11:45,227.2292
2023/7/7,12:00,227.2292
2023/7/7,12:15,221.443725
2023/7/7,12:30,221.443725
2023/7/7,12:45,221.443725
2023/7/7,13:00,221.443725
2023/7/7,13:15,253.341175
2023/7/7,13:30,253.341175
2023/7/7,13:45,253.341175
2023/7/7,14:00,253.341175
2023/7/7,14:15,309.542375
2023/7/7,14:30,309.542375
2023/7/7,14:45,309.542375
2023/7/7,15:00,309.542375
2023/7/7,15:15,375.410325
2023/7/7,15:30,375.410325
2023/7/7,15:45,375.410325
2023/7/7,16:00,375.410325
2023/7/7,16:15,445.742025
2023/7/7,16:30,445.742025
2023/7/7,16:45,445.742025
2023/7/7,17:00,445.742025
2023/7/7,17:15,498.734375
2023/7/7,17:30,498.734375
2023/7/7,17:45,498.734375
2023/7/7,18:00,498.734375
2023/7/7,18:15,516.08665
2023/7/7,18:30,516.08665
2023/7/7,18:45,516.08665
2023/7/7,19:00,516.08665
2023/7/7,19:15,505.55015000000003
2023/7/7,19:30,505.55015000000003
2023/7/7,19:45,505.55015000000003
2023/7/7,20:00,505.55015000000003
2023/7/7,20:15,509.12595
2023/7/7,20:30,509.12595
2023/7/7,20:45,509.12595
2023/7/7,21:00,509.12595
2023/7/7,21:15,493.3198
2023/7/7,21:30,493.3198
2023/7/7,21:45,493.3198
2023/7/7,22:00,493.3198
2023/7/7,22:15,489.41657499999997
2023/7/7,22:30,489.41657499999997
2023/7/7,22:45,489.41657499999997
2023/7/7,23:00,489.41657499999997
2023/7/7,23:15,445.396725
2023/7/7,23:30,445.396725
2023/7/7,23:45,445.396725
2023/7/7,24:00:00,445.396725
2023/7/8,0:15,405.26457500000004
2023/7/8,0:30,405.26457500000004
2023/7/8,0:45,405.26457500000004
2023/7/8,1:00,405.26457500000004
2023/7/8,1:15,391.093725
2023/7/8,1:30,391.093725
2023/7/8,1:45,391.093725
2023/7/8,2:00,391.093725
2023/7/8,2:15,394.854425
2023/7/8,2:30,394.854425
2023/7/8,2:45,394.854425
2023/7/8,3:00,394.854425
2023/7/8,3:15,378.80885
2023/7/8,3:30,378.80885
2023/7/8,3:45,378.80885
2023/7/8,4:00,378.80885
2023/7/8,4:15,373.01665
2023/7/8,4:30,373.01665
2023/7/8,4:45,373.01665
2023/7/8,5:00,373.01665
2023/7/8,5:15,396.6396
2023/7/8,5:30,396.6396
2023/7/8,5:45,396.6396
2023/7/8,6:00,396.6396
2023/7/8,6:15,397.600875
2023/7/8,6:30,397.600875
2023/7/8,6:45,397.600875
2023/7/8,7:00,397.600875
2023/7/8,7:15,371.670525
2023/7/8,7:30,371.670525
2023/7/8,7:45,371.670525
2023/7/8,8:00,371.670525
2023/7/8,8:15,328.3492
2023/7/8,8:30,328.3492
2023/7/8,8:45,328.3492
2023/7/8,9:00,328.3492
2023/7/8,9:15,313.3385
2023/7/8,9:30,313.3385
2023/7/8,9:45,313.3385
2023/7/8,10:00,313.3385
2023/7/8,10:15,333.69214999999997
2023/7/8,10:30,333.69214999999997
2023/7/8,10:45,333.69214999999997
2023/7/8,11:00,333.69214999999997
2023/7/8,11:15,340.52432500000003
2023/7/8,11:30,340.52432500000003
2023/7/8,11:45,340.52432500000003
2023/7/8,12:00,340.52432500000003
2023/7/8,12:15,321.394075
2023/7/8,12:30,321.394075
2023/7/8,12:45,321.394075
2023/7/8,13:00,321.394075
2023/7/8,13:15,351.392275
2023/7/8,13:30,351.392275
2023/7/8,13:45,351.392275
2023/7/8,14:00,351.392275
2023/7/8,14:15,378.24867499999993
2023/7/8,14:30,378.24867499999993
2023/7/8,14:45,378.24867499999993
2023/7/8,15:00,378.24867499999993
2023/7/8,15:15,424.07565
2023/7/8,15:30,424.07565
2023/7/8,15:45,424.07565
2023/7/8,16:00,424.07565
2023/7/8,16:15,465.10867499999995
2023/7/8,16:30,465.10867499999995
2023/7/8,16:45,465.10867499999995
2023/7/8,17:00,465.10867499999995
2023/7/8,17:15,486.82012499999996
2023/7/8,17:30,486.82012499999996
2023/7/8,17:45,486.82012499999996
2023/7/8,18:00,486.82012499999996
2023/7/8,18:15,510.39610000000005
2023/7/8,18:30,510.39610000000005
2023/7/8,18:45,510.39610000000005
2023/7/8,19:00,510.39610000000005
2023/7/8,19:15,515.6889
2023/7/8,19:30,515.6889
2023/7/8,19:45,515.6889
2023/7/8,20:00,515.6889
2023/7/8,20:15,519.619125
2023/7/8,20:30,519.619125
2023/7/8,20:45,519.619125
2023/7/8,21:00,519.619125
2023/7/8,21:15,511.0296
2023/7/8,21:30,511.0296
2023/7/8,21:45,511.0296
2023/7/8,22:00,511.0296
2023/7/8,22:15,502.33382500000005
2023/7/8,22:30,502.33382500000005
2023/7/8,22:45,502.33382500000005
2023/7/8,23:00,502.33382500000005
2023/7/8,23:15,453.7136
2023/7/8,23:30,453.7136
2023/7/8,23:45,453.7136
2023/7/8,24:00:00,453.7136
2023/7/9,0:15,423.482725
2023/7/9,0:30,423.482725
2023/7/9,0:45,423.482725
2023/7/9,1:00,423.482725
2023/7/9,1:15,396.329325
2023/7/9,1:30,396.329325
2023/7/9,1:45,396.329325
2023/7/9,2:00,396.329325
2023/7/9,2:15,378.038075
2023/7/9,2:30,378.038075
2023/7/9,2:45,378.038075
2023/7/9,3:00,378.038075
2023/7/9,3:15,346.29565
2023/7/9,3:30,346.29565
2023/7/9,3:45,346.29565
2023/7/9,4:00,346.29565
2023/7/9,4:15,356.413125
2023/7/9,4:30,356.413125
2023/7/9,4:45,356.413125
2023/7/9,5:00,356.413125
2023/7/9,5:15,367.87902499999996
2023/7/9,5:30,367.87902499999996
2023/7/9,5:45,367.87902499999996
2023/7/9,6:00,367.87902499999996
2023/7/9,6:15,356.961425
2023/7/9,6:30,356.961425
2023/7/9,6:45,356.961425
2023/7/9,7:00,356.961425
2023/7/9,7:15,344.50379999999996
2023/7/9,7:30,344.50379999999996
2023/7/9,7:45,344.50379999999996
2023/7/9,8:00,344.50379999999996
2023/7/9,8:15,297.79895
2023/7/9,8:30,297.79895
2023/7/9,8:45,297.79895
2023/7/9,9:00,297.79895
2023/7/9,9:15,273.2711
2023/7/9,9:30,273.2711
2023/7/9,9:45,273.2711
2023/7/9,10:00,273.2711
2023/7/9,10:15,273.0634
2023/7/9,10:30,273.0634
2023/7/9,10:45,273.0634
2023/7/9,11:00,273.0634
2023/7/9,11:15,284.711175
2023/7/9,11:30,284.711175
2023/7/9,11:45,284.711175
2023/7/9,12:00,284.711175
2023/7/9,12:15,273.919675
2023/7/9,12:30,273.919675
2023/7/9,12:45,273.919675
2023/7/9,13:00,273.919675
2023/7/9,13:15,313.123875
2023/7/9,13:30,313.123875
2023/7/9,13:45,313.123875
2023/7/9,14:00,313.123875
2023/7/9,14:15,349.03319999999997
2023/7/9,14:30,349.03319999999997
2023/7/9,14:45,349.03319999999997
2023/7/9,15:00,349.03319999999997
2023/7/9,15:15,418.0348
2023/7/9,15:30,418.0348
