iter	MultiClass
160	0.001720761553
161	0.001712370015
162	0.001703537571
163	0.001690199846
164	0.001680396608
165	0.001671944993
166	0.001658265204
167	0.001640904308
168	0.001624967669
169	0.001616724129
170	0.001604169135
171	0.001593000669
172	0.001581468195
173	0.001568341359
174	0.001564301605
175	0.001554315904
176	0.001545664638
177	0.00153469236
178	0.001529516271
179	0.00151313306
180	0.001503845352
181	0.001493634851
182	0.001484192009
183	0.00147665003
184	0.001465394409
185	0.001455682696
186	0.001444441616
187	0.001439306677
188	0.001432728402
189	0.001425168943
190	0.001417505723
191	0.00141025441
192	0.00140136604
193	0.001397478923
194	0.001390952841
195	0.001380457731
196	0.001370928473
197	0.001361202364
198	0.001351285509
199	0.001341184578
200	0.001332142205
201	0.00132230233
202	0.001319416475
203	0.001312846429
204	0.001307176145
205	0.00130110867
206	0.001298393399
207	0.001293057758
208	0.001284498142
209	0.001274623418
210	0.001266197872
211	0.001258460655
212	0.00125506204
213	0.001246920287
214	0.001235250687
215	0.001229220997
216	0.00122475939
217	0.001217034084
218	0.001211513304
219	0.001203923069
220	0.001194880182
221	0.001189963387
222	0.001181482028
223	0.001177226914
224	0.001169283176
225	0.001163674845
226	0.001159734095
227	0.001154214552
228	0.001151165909
229	0.001146740693
230	0.00113805271
231	0.001136222389
232	0.001128500139
233	0.001123023875
234	0.001115815732
235	0.001109262752
236	0.001104562107
237	0.001097974129
238	0.001089531574
239	0.00108500628
240	0.001081369653
241	0.001075152977
242	0.001070945195
243	0.001066117997
244	0.001060945061
245	0.001052379705
246	0.001049372222
247	0.001046521262
248	0.001042007366
249	0.001038314537
250	0.001036359397
251	0.001029633507
252	0.001025652275
253	0.001020882167
254	0.001016140439
255	0.001014298395
256	0.00101062817
257	0.001007752644
258	0.001003735056
259	0.001000584421
260	0.0009970626161
261	0.0009962968598
262	0.0009908696464
263	0.0009844041046
264	0.0009797271155
265	0.0009771057481
266	0.0009698382098
267	0.000966179921
268	0.0009620817002
269	0.000957591249
270	0.0009546622715
271	0.0009498938826
272	0.0009476287509
273	0.0009450850916
274	0.0009392255872
275	0.0009364119436
276	0.0009340255684
277	0.0009307078837
278	0.0009265523735
279	0.0009208711601
280	0.0009189673424
281	0.0009134276623
282	0.0009097345137
283	0.0009069455934
284	0.0009023251939
285	0.0008981028785
286	0.0008972760861
287	0.0008945791809
288	0.0008916927909
289	0.0008884789988
290	0.0008846538414
291	0.0008812595951
292	0.0008769376303
293	0.0008753019448
294	0.0008737429825
295	0.0008710198626
296	0.0008660191238
297	0.0008617323227
298	0.0008609682284
299	0.000857918381
300	0.0008546565607
301	0.0008512160772
302	0.0008481984244
303	0.0008461006628
304	0.000842647767
305	0.0008420364524
306	0.0008390757887
307	0.0008370800062
308	0.0008342165606
309	0.0008312826076
310	0.0008304662199
311	0.0008259377233
312	0.0008234246307
313	0.0008216569941
314	0.0008211815677
315	0.0008162477996
316	0.0008133607143
317	0.0008107370575
318	0.0008059236563
319	0.0008012347802
320	0.0007967359746
321	0.0007921612237
322	0.00079062994
323	0.000787855553
324	0.0007858044536
325	0.0007830793552
326	0.0007804616636
327	0.0007795221942
328	0.0007755868462
329	0.0007721802254
330	0.0007679540749
331	0.0007662250529
332	0.0007624624466
333	0.000760055551
334	0.0007564287947
335	0.0007538180871
336	0.0007507878812
337	0.0007471692175
338	0.00074420602
339	0.0007436032139
340	0.0007409240357
341	0.0007393054237
342	0.0007376701229
343	0.0007362336032
344	0.0007320792606
345	0.0007286877738
346	0.0007265545406
347	0.000724314869
348	0.0007223308355
349	0.000721137323
350	0.0007185518045
351	0.0007169541534
352	0.0007162021898
353	0.0007147121991
354	0.0007132342857
355	0.0007127536035
356	0.0007107992126
357	0.0007093600637
358	0.0007072177775
359	0.0007042467714
360	0.0007021784677
361	0.0007000632143
362	0.0006959164755
363	0.0006943688233
364	0.0006927086907
365	0.000692437865
366	0.0006908301165
367	0.0006899411945
368	0.0006879903188
369	0.0006858151304
370	0.0006824487122
371	0.0006815352639
372	0.0006805811328
373	0.0006782450838
374	0.0006755536911
375	0.0006746387423
376	0.0006729507556
377	0.0006699091306
378	0.000667845334
379	0.0006657496731
380	0.0006633529846
381	0.0006613570796
382	0.0006604703164
383	0.0006577700747
384	0.0006559876484
385	0.0006532041992
386	0.0006510896691
387	0.0006498866801
388	0.0006473255083
389	0.0006447739134
390	0.0006440196192
391	0.0006427229186
392	0.0006411317554
393	0.0006391968146
394	0.0006364757515
395	0.0006345983712
396	0.0006326941214
397	0.0006314844237
398	0.0006309613609
399	0.0006302405028
400	0.0006293733977
401	0.0006290428195
402	0.0006278027747
403	0.0006269037547
404	0.0006260028394
405	0.0006245376117
406	0.0006214337363
407	0.000620093457
408	0.0006188168665
409	0.0006181567635
410	0.0006163938429
411	0.0006146262711
412	0.0006138006789
413	0.0006121086081
414	0.0006108406624
415	0.0006086459153
416	0.0006070992767
417	0.0006064146824
418	0.0006053961894
419	0.0006045363138
420	0.000604049796
421	0.0006031087161
422	0.0006010394019
423	0.0005992411678
424	0.000598251496
425	0.0005961078308
426	0.000595856536
427	0.0005942555448
428	0.0005920225275
429	0.000589982851
430	0.0005890256542
431	0.0005871601358
432	0.0005855054933
433	0.0005846589391
434	0.000584443046
435	0.0005822816574
436	0.0005811276918
437	0.0005793998964
438	0.0005779268635
439	0.0005771607371
440	0.0005754679094
441	0.0005735177466
442	0.0005733018404
443	0.0005710170854
444	0.000570063289
445	0.0005679786434
446	0.0005665280044
447	0.0005645911601
448	0.0005635735056
449	0.0005630416894
450	0.0005618768137
451	0.0005613668739
452	0.0005589258646
453	0.0005581868889
454	0.0005577384573
455	0.0005574447274
456	0.0005553258962
457	0.0005531107596
458	0.0005520989982
459	0.0005512185689
460	0.0005488730419
461	0.0005484993888
462	0.000547160335
463	0.0005457308035
464	0.0005433089957
465	0.0005422086054
466	0.0005408279957
467	0.000540242638
468	0.0005401259622
469	0.000539131943
470	0.0005378410413
471	0.0005376688623
472	0.0005363968852
473	0.0005350546742
474	0.0005337645063
475	0.0005319972917
476	0.0005311815106
477	0.0005287261354
478	0.0005270732771
479	0.000526718454
480	0.0005254762211
481	0.0005243675579
482	0.0005224323072
483	0.0005210322871
484	0.0005195472572
485	0.0005182977352
486	0.000517448212
487	0.0005167427192
488	0.0005160110298
489	0.0005148721596
490	0.0005137561271
491	0.000512751972
492	0.0005115535986
493	0.0005096402982
494	0.0005084473402
495	0.0005077143487
496	0.0005061690197
497	0.0005060095057
498	0.0005058637377
499	0.0005043364698
500	0.0005030361042
501	0.0005023469504
502	0.0005012637636
503	0.0005002690078
504	0.0004996796349
505	0.0004984664914
506	0.0004970599768
507	0.0004959910622
508	0.0004946723416
509	0.0004937606951
510	0.0004933843755
511	0.000492134869
512	0.0004908825811
513	0.0004898232013
514	0.0004891603443
515	0.0004878192366
516	0.0004867170805
517	0.0004860765611
518	0.0004855268583
519	0.0004852375467
520	0.0004835923097
521	0.0004824439953
522	0.0004814906275
523	0.0004809976607
524	0.000480702033
525	0.0004789983399
526	0.0004782151622
527	0.0004776477843
528	0.0004756537355
529	0.0004746397064
530	0.0004736222187
531	0.0004734380922
532	0.0004722474195
533	0.0004706334337
534	0.0004695360555
535	0.0004686576404
536	0.0004681580213
537	0.0004677629994
538	0.0004676105581
539	0.0004662014725
540	0.0004661051251
541	0.0004655920353
542	0.0004644674667
543	0.0004632931768
544	0.0004630106589
545	0.0004621269081
546	0.0004611272616
547	0.0004597272181
548	0.0004588890996
549	0.0004581148197
550	0.0004572392453
551	0.0004559838926
552	0.0004555953724
553	0.0004549536858
554	0.0004543080252
555	0.0004531045133
556	0.000452583662
557	0.0004524808809
558	0.000451800147
559	0.0004513394993
560	0.0004508867661
561	0.0004505283367
562	0.0004497115745
563	0.0004490449709
564	0.0004479322084
565	0.0004471062761
566	0.0004453497762
567	0.0004445393212
568	0.0004437878349
569	0.0004430010238
570	0.0004419336545
571	0.0004412007465
572	0.0004407470478
573	0.0004396665193
574	0.0004387891599
575	0.0004382216069
576	0.0004372543622
577	0.0004361434228
578	0.000435210231
579	0.0004339936539
580	0.0004338906402
581	0.0004329123378
582	0.0004319765938
583	0.0004315355631
584	0.0004308152063
585	0.0004293737566
586	0.0004288316989
587	0.0004286188587
588	0.0004283477764
589	0.0004279216644
590	0.0004269144424
591	0.0004264268382
592	0.0004257708068
593	0.0004252057817
594	0.0004242605488
595	0.0004238205928
596	0.0004233068938
597	0.0004227254653
598	0.0004222211535
599	0.0004216630762
600	0.000420998865
601	0.0004206771086
602	0.000419805489
603	0.0004192362096
604	0.0004188454566
605	0.000418715863
606	0.0004184062096
607	0.0004178808362
608	0.0004176121587
609	0.0004164137762
610	0.0004158940496
611	0.0004155249768
612	0.0004151122699
613	0.0004139500226
614	0.0004135756892
615	0.0004129050027
616	0.0004122393391
617	0.0004115119849
618	0.0004111222791
619	0.0004099554895
620	0.0004092095289
621	0.0004085397454
622	0.0004081758647
623	0.0004076522555
624	0.0004069905362
625	0.000406345442
626	0.0004057580776
627	0.0004051151969
628	0.000404726076
629	0.0004037134848
630	0.0004034061658
631	0.0004032680435
632	0.0004027111035
633	0.0004019267931
634	0.000401359375
635	0.0004003891771
636	0.0004002766766
637	0.0003999460018
638	0.0003995143049
639	0.0003991098311
640	0.0003987289299
641	0.0003977973331
642	0.0003970043518
643	0.0003962931081
644	0.0003959397328
645	0.0003955596417
646	0.0003950763887
647	0.0003948765097
648	0.0003947142527
649	0.0003941397741
650	0.0003933466168
651	0.0003926669899
652	0.0003925788076
653	0.0003920054495
654	0.0003916073073
655	0.0003909343146
656	0.0003903183957
657	0.0003900724023
658	0.0003896948489
659	0.0003892053981
660	0.0003881783262
661	0.0003878457807
662	0.0003875087353
663	0.0003867713039
664	0.0003862291715
665	0.0003860375744
666	0.0003850958942
667	0.0003846141988
668	0.0003840841718
669	0.00038366004
670	0.0003833632012
671	0.0003830640059
672	0.0003826473453
673	0.0003824595535
674	0.000382097655
675	0.0003816320248
676	0.0003810917859
677	0.0003805424816
678	0.0003798279438
679	0.0003792764614
680	0.0003781836513
681	0.000377771458
682	0.0003771522831
683	0.0003765802628
684	0.0003762675484
685	0.0003758309388
686	0.0003752580968
687	0.0003748691127
688	0.0003745389479
689	0.0003739460749
690	0.0003735601708
691	0.0003732666392
692	0.0003729680341
693	0.00037278955
694	0.000372090513
695	0.0003717262673
696	0.0003713965493
697	0.0003710658397
698	0.0003706883938
699	0.0003704270049
700	0.0003696708309
701	0.0003692075239
702	0.0003687979621
703	0.0003686574206
704	0.0003681555541
705	0.0003678288038
706	0.0003670075952
707	0.0003664770147
708	0.0003661073085
709	0.0003655510721
710	0.0003650262226
711	0.0003644900311
712	0.0003642843364
713	0.0003637652868
714	0.0003631247451
715	0.0003628406712
716	0.0003625499607
717	0.000362024486
718	0.0003616538269
719	0.0003615649099
720	0.0003611561833
721	0.0003605244298
722	0.0003601412067
723	0.0003599165823
724	0.0003592984017
725	0.0003589992719
726	0.0003587143284
727	0.0003583796311
728	0.0003578712238
729	0.0003575961854
730	0.0003568791723
731	0.000356362272
732	0.0003561841055
733	0.0003559003304
734	0.0003554709261
735	0.000355304241
736	0.0003548591661
737	0.0003545818309
738	0.0003538405113
739	0.00035355707
740	0.0003529369345
741	0.0003525135201
742	0.0003521674954
743	0.0003518441625
744	0.0003516183002
745	0.000351080133
746	0.0003505400654
747	0.0003502055177
748	0.0003498489242
749	0.0003493938575
750	0.0003490258407
751	0.0003487695555
752	0.0003484000377
753	0.0003478286661
754	0.0003474891852
755	0.0003470182767
756	0.0003466666924
757	0.0003462191373
758	0.0003455403136
759	0.0003452985837
760	0.0003448489702
761	0.000344417723
762	0.0003441200001
763	0.000343436282
764	0.0003431187012
765	0.000342508408
766	0.0003419558788
767	0.0003414906871
768	0.0003410368347
769	0.0003403656185
770	0.0003401746516
771	0.0003399536648
772	0.0003393690639
773	0.000339051017
774	0.0003384541686
775	0.0003381907851
776	0.0003378721793
777	0.0003375091682
778	0.0003369396417
779	0.0003362573393
780	0.0003360723274
781	0.0003358905623
782	0.000335634393
783	0.0003353421374
784	0.000335068363
785	0.0003347173232
786	0.0003342450573
787	0.0003340622601
788	0.0003338030139
789	0.0003335579007
790	0.00033313191
791	0.0003328380205
792	0.0003327980759
793	0.0003321839029
794	0.0003317815233
795	0.0003314620349
796	0.0003312862907
797	0.0003308855799
798	0.0003307037794
799	0.0003303369387
800	0.0003299781111
801	0.0003297526465
802	0.000329519312
803	0.0003291865499
804	0.0003291023547
805	0.0003289798519
806	0.0003289261205
807	0.0003283843949
808	0.0003280434812
809	0.0003274842162
810	0.0003269974414
811	0.0003266359062
812	0.0003263121263
813	0.0003260202907
814	0.0003254264397
815	0.000324957685
816	0.0003244599151
817	0.0003239884506
818	0.0003235219694
819	0.0003231380273
820	0.0003229173867
821	0.0003226695
822	0.0003224716426
823	0.0003223038904
824	0.0003220451868
825	0.0003218270931
826	0.000321479135
827	0.0003213081555
828	0.0003208347547
829	0.0003206585214
830	0.0003200957011
831	0.0003199018559
832	0.0003196754485
833	0.0003193364978
834	0.0003189120589
835	0.000318360223
836	0.0003181111029
837	0.0003176306713
838	0.0003172333614
839	0.0003169443308
840	0.0003166638315
841	0.0003163374712
842	0.0003157644724
843	0.0003155696836
844	0.0003152972324
845	0.0003147659548
846	0.0003142307052
847	0.0003140247026
848	0.000313779801
849	0.0003133871736
850	0.0003130980744
851	0.0003128942631
852	0.0003125036143
853	0.0003123002989
854	0.000311718285
855	0.0003116807736
856	0.0003113065548
857	0.0003109521545
858	0.0003108358557
859	0.0003106604775
860	0.0003105458408
861	0.0003103249501
862	0.000310100636
863	0.0003098306053
864	0.0003093928914
865	0.0003092151001
866	0.0003089990523
867	0.0003087686471
868	0.0003083574902
869	0.0003080172728
870	0.0003076973546
871	0.0003076425416
872	0.00030735502
873	0.0003071911336
874	0.0003069226387
875	0.0003066486669
876	0.0003064196004
877	0.0003062415592
878	0.0003059159992
879	0.0003056854692
880	0.0003056547882
881	0.0003055080776
882	0.0003054326309
883	0.0003052042013
884	0.0003049962746
885	0.0003047887537
886	0.0003045347449
887	0.0003041552218
888	0.0003037447565
889	0.0003035964799
890	0.0003032583477
891	0.0003029796682
892	0.000302780645
893	0.0003025114777
894	0.000302289505
895	0.0003018943309
896	0.0003017014558
897	0.0003014818708
898	0.0003012625086
899	0.0003009584716
900	0.0003006547015
901	0.0003005540293
902	0.0003003779235
903	0.0003002082886
904	0.0002998977776
905	0.0002995560303
906	0.0002993804882
907	0.000299199249
908	0.0002987710098
909	0.0002985507711
910	0.0002983367461
911	0.0002979918014
912	0.0002974078477
913	0.0002971171887
914	0.0002968653285
915	0.0002965047035
916	0.0002963287794
917	0.0002961456385
918	0.0002958670697
919	0.0002957615015
920	0.000295487593
921	0.0002950837879
922	0.0002946811777
923	0.0002945424766
924	0.0002943790539
925	0.0002941937266
926	0.0002939740185
927	0.0002935939572
928	0.0002933207665
929	0.0002930648884
930	0.0002928457225
931	0.0002924960206
932	0.0002923376113
933	0.000292173784
934	0.0002918039009
935	0.0002916824089
936	0.0002913850626
937	0.0002909966696
938	0.0002908074692
939	0.0002906784856
940	0.0002904871959
941	0.0002902395242
942	0.0002901161926
943	0.0002896496171
944	0.0002894881619
945	0.0002891750451
946	0.0002889857421
947	0.000288706642
948	0.0002885913387
949	0.0002884149968
950	0.0002881322878
951	0.0002877932242
952	0.0002874442475
953	0.0002872852518
954	0.0002869856157
955	0.0002867672026
956	0.0002864283646
957	0.0002862240268
958	0.0002860151925
959	0.0002858390704
960	0.00028556048
961	0.0002853340745
962	0.0002849422698
963	0.0002845619279
964	0.0002844741375
965	0.000284281154
966	0.000284067642
967	0.0002839127952
968	0.0002838439095
969	0.00028372216
970	0.0002833975756
971	0.0002830647697
972	0.0002829003436
973	0.0002827762584
974	0.0002824338041
975	0.0002823965123
976	0.0002822837848
977	0.0002819590783
978	0.0002817761744
979	0.0002816242586
980	0.0002813234329
981	0.0002812856513
982	0.0002812213919
983	0.0002807982397
984	0.000280572507
985	0.0002803076583
986	0.00028019477
987	0.0002800322146
988	0.0002797973719
989	0.0002795546543
990	0.0002793074246
991	0.0002792200634
992	0.0002789667781
993	0.0002788801587
994	0.0002786678711
995	0.0002785164984
996	0.0002783808886
997	0.0002782020984
998	0.0002778556749
999	0.0002775869855
